
0.0.0	0.63.*	山东省济南市
6.248.0	6.253.129	江苏省宿迁市
6.253.130	6.253.130	江苏省宿迁市泗阳县
6.253.131	6.*.*	江苏省宿迁市
7.0.0	7.5.*	新疆
7.6.0	7.6.*	新疆乌鲁木齐市
7.7.0	7.9.*	新疆
7.10.0	7.10.*	新疆乌鲁木齐市
7.11.0	7.15.*	新疆
7.16.0	7.16.*	新疆吐鲁番市
7.17.0	7.17.*	新疆石河子市
7.18.0	7.20.*	新疆吐鲁番市
7.21.0	7.21.*	新疆库尔勒市
7.22.0	7.22.*	新疆喀什市
7.23.0	7.23.*	新疆
7.24.0	7.26.*	新疆克拉玛依市
7.27.0	7.27.*	新疆伊犁州伊宁市
7.28.0	7.31.*	新疆
7.32.0	7.40.225	甘肃省兰州市
7.40.226	7.40.226	甘肃省兰州市安宁区
7.40.227	7.40.231	甘肃省兰州市
7.40.232	7.40.232	甘肃省兰州市安宁区
7.40.233	7.40.234	甘肃省兰州市
7.40.235	7.40.235	甘肃省兰州市安宁区
7.40.236	7.41.*	甘肃省兰州市
7.42.0	7.43.*	甘肃省酒泉市
7.44.0	7.45.*	甘肃省嘉峪关市
7.46.0	7.47.*	甘肃省兰州市
7.48.0	7.50.*	甘肃省天水市
7.51.0	7.51.*	甘肃省酒泉市
7.52.0	7.53.*	甘肃省平凉市
7.54.0	7.54.*	甘肃省庆阳市
7.55.0	7.56.*	甘肃省
7.57.0	7.57.*	甘肃省武威市
7.58.0	7.58.*	甘肃省
7.59.0	7.59.*	甘肃省张掖市
7.60.0	7.60.*	甘肃省金昌市
7.61.0	7.61.29	甘肃省天水市
7.61.30	7.61.30	甘肃省白银市
7.61.31	7.61.*	甘肃省天水市
7.62.0	7.62.*	甘肃省白银市
7.63.0	7.63.*	甘肃省
7.64.0	7.66.136	重庆市
7.66.137	7.66.137	重庆市奉节县
7.66.138	7.66.166	重庆市
7.66.167	7.66.167	重庆市奉节县
7.66.168	7.66.*	重庆市
7.67.0	7.67.*	重庆市涪陵区
7.68.0	7.71.*	重庆市
7.72.0	7.72.26	重庆市江北区
7.72.27	7.72.27	重庆市
7.72.28	7.72.*	重庆市江北区
7.73.0	7.74.*	重庆市北碚区
7.75.0	7.77.29	重庆市
7.77.30	7.77.30	重庆市合川区
7.77.31	7.80.*	重庆市
7.81.0	7.81.*	重庆市永川区
7.82.0	7.82.5	重庆市
7.82.6	7.82.6	重庆市永川区
7.82.7	7.82.*	重庆市
7.83.0	7.83.*	重庆市巴南区
7.84.0	7.84.225	重庆市
7.84.226	7.84.226	重庆市巴南区
7.84.227	7.86.*	重庆市
7.87.0	7.88.*	重庆市云阳县
7.89.0	7.90.*	重庆市开县
7.91.0	7.92.*	重庆市
7.93.0	7.93.*	重庆市忠县
7.94.0	7.94.*	重庆市云阳县
7.95.0	7.96.*	重庆市
7.97.0	7.97.*	重庆市渝中区
7.98.0	7.103.*	重庆市
7.104.0	7.106.*	重庆市万州区
7.107.0	7.107.*	重庆市
7.108.0	7.108.*	重庆市云阳县
7.109.0	7.109.*	重庆市
7.110.0	7.110.*	重庆市忠县
7.111.0	7.114.*	重庆市
7.115.0	7.115.*	重庆市云阳县
7.116.0	7.116.*	重庆市
7.117.0	7.117.*	重庆市大足县
7.118.0	7.119.*	重庆市黔江区
7.120.0	7.120.*	重庆市沙坪坝区
7.121.0	7.127.*	重庆市
7.128.0	7.130.*	广西南宁市
7.131.0	7.131.50	广西柳州市
7.131.51	7.131.51	广西南宁市
7.131.52	7.131.134	广西柳州市
7.131.135	7.131.191	广西南宁市
7.131.192	7.131.198	广西柳州市
7.131.199	7.131.199	广西南宁市
7.131.200	7.131.*	广西柳州市
7.132.0	7.134.*	广西南宁市
7.135.0	7.143.*	广西柳州市
7.144.0	7.151.*	广西桂林市
7.152.0	7.152.195	广西梧州市
7.152.196	7.152.197	广西贺州市
7.152.198	7.155.*	广西梧州市
7.156.0	7.159.*	广西玉林市
7.160.0	7.163.*	广西百色市
7.164.0	7.167.*	广西钦州市
7.168.0	7.171.*	广西河池市
7.172.0	7.176.*	广西北海市
7.177.0	7.179.*	广西防城港市
7.180.0	7.183.*	广西贵港市
7.184.0	7.187.*	广西贺州市
7.188.0	7.189.*	广西梧州市
7.190.0	7.198.*	广西南宁市
7.199.0	7.199.*	广西
7.200.0	7.203.*	广西百色市
7.204.0	7.207.*	广西柳州市
7.208.0	7.208.16	广西桂林市
7.208.17	7.208.30	广西
7.208.31	7.211.*	广西桂林市
7.212.0	7.215.*	广西梧州市
7.216.0	7.219.*	广西玉林市
7.220.0	7.223.*	广西钦州市
7.224.0	7.225.*	广西河池市
7.226.0	7.227.*	广西南宁市
7.228.0	7.231.*	广西北海市
7.232.0	7.235.*	广西防城港市
7.236.0	7.239.*	广西贵港市
7.240.0	7.242.*	广西贺州市
7.243.0	7.243.*	广西梧州市
7.244.0	7.251.*	广西南宁市
7.252.0	7.*.*	广西梧州市
8.0.0	8.9.72	吉林省长春市
8.9.73	8.9.73	吉林省长春市绿园区
8.9.74	8.10.49	吉林省长春市
8.10.50	8.10.50	吉林省长春市红旗街
8.10.51	8.10.57	吉林省长春市
8.10.58	8.10.58	吉林省长春市朝阳区
8.10.59	8.10.89	吉林省长春市
8.10.90	8.10.90	吉林省长春市朝阳区
8.10.91	8.11.31	吉林省长春市
8.11.32	8.11.32	吉林省长春市宽城区
8.11.33	8.11.53	吉林省长春市
8.11.54	8.11.54	吉林省长春市宽城区
8.11.55	8.11.92	吉林省长春市
8.11.93	8.11.93	吉林省长春市朝阳区
8.11.94	8.12.33	吉林省长春市
8.12.34	8.12.34	吉林省长春市净月开发区
8.12.35	8.12.37	吉林省长春市
8.12.38	8.12.38	吉林省长春市净月开发区
8.12.39	8.12.109	吉林省长春市
8.12.110	8.12.110	吉林省长春市南关区
8.12.111	8.32.41	吉林省长春市
8.32.42	8.32.42	吉林省长春市二道区
8.32.43	8.32.44	吉林省长春市
8.32.45	8.32.45	吉林省长春市二道区
8.32.46	8.32.73	吉林省长春市
8.32.74	8.32.74	吉林省长春市南关区
8.32.75	8.33.196	吉林省长春市
8.33.197	8.33.197	吉林省长春市绿园区
8.33.198	8.34.221	吉林省长春市
8.34.222	8.34.222	吉林省长春市朝阳区
8.34.223	8.37.139	吉林省长春市
8.37.140	8.37.140	吉林省九台市
8.37.141	8.37.153	吉林省长春市
8.37.154	8.37.154	吉林省九台市
8.37.155	8.37.161	吉林省长春市
8.37.162	8.37.162	吉林省九台市
8.37.163	8.37.165	吉林省长春市
8.37.166	8.37.166	吉林省九台市
8.37.167	8.37.197	吉林省长春市
8.37.198	8.37.198	吉林省九台市
8.37.199	8.37.213	吉林省长春市
8.37.214	8.37.214	吉林省九台市
8.37.215	8.37.249	吉林省长春市
8.37.250	8.37.250	吉林省九台市
8.37.251	8.38.5	吉林省长春市
8.38.6	8.38.6	吉林省榆树市
8.38.7	8.38.21	吉林省长春市
8.38.22	8.38.22	吉林省榆树市
8.38.23	8.38.37	吉林省长春市
8.38.38	8.38.38	吉林省榆树市
8.38.39	8.39.33	吉林省长春市
8.39.34	8.39.34	吉林省长春市双阳区
8.39.35	8.39.41	吉林省长春市
8.39.42	8.39.42	吉林省长春市双阳区
8.39.43	8.39.93	吉林省长春市
8.39.94	8.39.94	吉林省长春市双阳区
8.39.95	8.39.97	吉林省长春市
8.39.98	8.39.98	吉林省长春市双阳区
8.39.99	8.39.105	吉林省长春市
8.39.106	8.39.106	吉林省长春市双阳区
8.39.107	8.59.81	吉林省长春市
8.59.82	8.59.82	吉林省长春市净月开发区
8.59.83	8.59.121	吉林省长春市
8.59.122	8.59.122	吉林省长春市南关区
8.59.123	8.60.53	吉林省长春市
8.60.54	8.60.54	吉林省长春市南关区
8.60.55	8.65.210	吉林省长春市
8.65.211	8.65.211	吉林省长春市二道区
8.65.212	8.80.*	吉林省长春市
8.81.0	8.81.*	吉林省松原市
8.82.0	8.87.*	吉林省长春市
8.88.0	8.88.*	吉林省松原市
8.89.0	8.103.*	吉林省长春市
8.104.0	8.104.225	吉林省白城市
8.104.226	8.104.226	吉林省吉林市
8.104.227	8.104.*	吉林省白城市
8.105.0	8.105.3	吉林省长春市
8.105.4	8.105.4	吉林省大安市
8.105.5	8.105.53	吉林省长春市
8.105.54	8.105.54	吉林省洮南市
8.105.55	8.105.61	吉林省长春市
8.105.62	8.105.62	吉林省白城市通榆县
8.105.63	8.105.101	吉林省长春市
8.105.102	8.105.102	吉林省白城市
8.105.103	8.105.157	吉林省长春市
8.105.158	8.105.158	吉林省白城市
8.105.159	8.107.11	吉林省长春市
8.107.12	8.107.12	吉林省白城市通榆县
8.107.13	8.107.29	吉林省长春市
8.107.30	8.107.30	吉林省白城市通榆县
8.107.31	8.107.41	吉林省长春市
8.107.42	8.107.42	吉林省白城市通榆县
8.107.43	8.107.61	吉林省长春市
8.107.62	8.107.62	吉林省洮南市
8.107.63	8.107.81	吉林省长春市
8.107.82	8.107.82	吉林省洮南市
8.107.83	8.107.97	吉林省长春市
8.107.98	8.107.98	吉林省白城市
8.107.99	8.107.105	吉林省长春市
8.107.106	8.107.106	吉林省长春市通榆县
8.107.107	8.107.109	吉林省长春市
8.107.110	8.107.110	吉林省白城市通榆县
8.107.111	8.107.113	吉林省长春市
8.107.114	8.107.114	吉林省白城市通榆县
8.107.115	8.107.117	吉林省长春市
8.107.118	8.107.118	吉林省白城市
8.107.119	8.107.121	吉林省长春市
8.107.122	8.107.122	吉林省白城市通榆县
8.107.123	8.107.125	吉林省长春市
8.107.126	8.107.126	吉林省白城市通榆县
8.107.127	8.107.129	吉林省长春市
8.107.130	8.107.130	吉林省白城市通榆县
8.107.131	8.107.133	吉林省长春市
8.107.134	8.107.134	吉林省白城市
8.107.135	8.107.141	吉林省长春市
8.107.142	8.107.142	吉林省白城市
8.107.143	8.107.149	吉林省长春市
8.107.150	8.107.150	吉林省白城市
8.107.151	8.107.153	吉林省长春市
8.107.154	8.107.154	吉林省白城市
8.107.155	8.107.237	吉林省长春市
8.107.238	8.107.238	吉林省白城市
8.107.239	8.107.241	吉林省长春市
8.107.242	8.107.242	吉林省白城市
8.107.243	8.111.*	吉林省长春市
8.112.0	8.127.*	吉林省辽源市
8.128.0	8.129.216	吉林省吉林市
8.129.217	8.129.217	吉林省延吉市
8.129.218	8.149.105	吉林省吉林市
8.149.106	8.149.106	吉林省桦甸市
8.149.107	8.157.151	吉林省吉林市
8.157.152	8.157.152	吉林省吉林市昌邑区
8.157.153	8.185.*	吉林省吉林市
8.186.0	8.187.94	吉林省长春市
8.187.95	8.187.95	吉林省吉林市
8.187.96	8.191.*	吉林省长春市
8.192.0	8.197.*	吉林省延吉市
8.198.0	8.198.*	吉林省长春市
8.199.0	8.199.*	吉林省延边州
8.200.0	8.206.*	吉林省延吉市
8.207.0	8.207.*	吉林省和龙市
8.208.0	8.208.*	吉林省延吉市
8.209.0	8.210.*	吉林省图们市
8.211.0	8.211.*	吉林省延吉市
8.212.0	8.212.*	吉林省长春市
8.213.0	8.213.*	吉林省图们市
8.214.0	8.215.*	吉林省长春市
8.216.0	8.223.248	吉林省通化市
8.223.249	8.223.249	吉林省集安市
8.223.250	8.236.52	吉林省通化市
8.236.53	8.236.53	吉林省梅河口市
8.236.54	8.237.*	吉林省通化市
8.238.0	8.239.*	吉林省长春市
8.240.0	8.241.59	吉林省白山市
8.241.60	8.241.60	吉林省白山市抚松县
8.241.61	8.248.*	吉林省白山市
8.249.0	8.249.166	吉林省长春市
8.249.167	8.249.167	吉林省白山市抚松县
8.249.168	8.250.*	吉林省白山市
8.251.0	8.251.13	吉林省长春市
8.251.14	8.251.14	吉林省临江市
8.251.15	8.253.21	吉林省白山市
8.253.22	8.253.22	吉林省吉林市
8.253.23	8.253.*	吉林省白山市
8.254.0	9.15.99	吉林省长春市
9.15.100	9.15.100	吉林省长春市二道区
9.15.101	9.49.99	吉林省长春市
9.49.100	9.49.100	吉林省榆树市
9.49.101	9.57.*	吉林省长春市
9.58.0	9.58.*	吉林省九台市
9.59.0	9.99.*	吉林省长春市
9.100.0	9.100.*	吉林省长春市朝阳区
9.101.0	9.127.*	吉林省长春市
9.128.0	9.131.111	吉林省四平市
9.131.112	9.131.112	吉林省双辽市
9.131.113	9.141.107	吉林省四平市
9.141.108	9.141.108	吉林省公主岭市
9.141.109	9.141.164	吉林省四平市
9.141.165	9.141.165	吉林省双辽市
9.141.166	9.141.242	吉林省四平市
9.141.243	9.141.243	吉林省长春市
9.141.244	9.156.41	吉林省四平市
9.156.42	9.156.42	吉林省公主岭市
9.156.43	9.167.*	吉林省四平市
9.168.0	9.168.147	吉林省大安市
9.168.148	9.168.179	吉林省白城市
9.168.180	9.168.180	吉林省大安市
9.168.181	9.169.*	吉林省白城市
9.170.0	9.170.125	吉林省大安市
9.170.126	9.170.126	吉林省四平市
9.170.127	9.172.11	吉林省白城市
9.172.12	9.172.12	吉林省大安市
9.172.13	9.174.*	吉林省白城市
9.175.0	9.191.*	吉林省
9.192.0	9.209.110	吉林省松原市
9.209.111	9.209.111	吉林省松院市
9.209.112	9.215.*	吉林省松原市
9.216.0	9.226.*	吉林省辽源市
9.227.0	9.239.*	吉林省
9.240.0	9.243.*	吉林省长春市
9.244.0	9.250.*	吉林省
9.251.0	9.251.*	吉林省长春市
9.252.0	9.*.*	吉林省
10.0.0	10.5.165	四川省成都市
10.5.166	10.5.166	四川省成都市武侯区
10.5.167	10.7.*	四川省成都市
10.8.0	10.9.*	四川省达州市
10.10.0	10.10.*	四川省自贡市
10.11.0	10.11.*	四川省遂宁市
10.12.0	10.14.*	四川省成都市
10.15.0	10.15.*	四川省遂宁市
10.16.0	10.16.*	四川省成都市
10.17.0	10.17.*	四川省宜宾市
10.18.0	10.19.*	四川省成都市
10.20.0	10.21.*	四川省巴中市
10.22.0	10.23.*	四川省南充市
10.24.0	10.25.*	四川省成都市
10.26.0	10.26.*	四川省攀枝花市
10.27.0	10.27.13	四川省德阳市
10.27.14	10.27.14	四川省德阳市绵竹市
10.27.15	10.27.*	四川省德阳市
10.28.0	10.30.*	四川省成都市
10.31.0	10.31.*	四川省自贡市
10.32.0	10.32.*	四川省成都市
10.33.0	10.33.*	四川省巴中市
10.34.0	10.34.14	四川省自贡市
10.34.15	10.34.15	四川省
10.34.16	10.34.*	四川省自贡市
10.35.0	10.35.*	四川省绵阳市
10.36.0	10.36.*	四川省遂宁市
10.37.0	10.39.*	四川省成都市
10.40.0	10.40.*	四川省绵阳市
10.41.0	10.41.*	四川省成都市
10.42.0	10.42.*	四川省阿坝州
10.43.0	10.43.*	四川省自贡市
10.44.0	10.53.*	四川省成都市
10.54.0	10.54.183	四川省巴中市
10.54.184	10.54.184	四川省巴中市通江县
10.54.185	10.54.*	四川省巴中市
10.55.0	10.65.*	四川省成都市
10.66.0	10.67.*	四川省巴中市
10.68.0	10.69.*	四川省攀枝花市
10.70.0	10.70.*	四川省德阳市
10.71.0	10.71.*	四川省巴中市
10.72.0	10.72.*	四川省达州市
10.73.0	10.73.*	四川省自贡市
10.74.0	10.74.*	四川省广元市
10.75.0	10.75.*	四川省南充市
10.76.0	10.76.*	四川省雅安市
10.77.0	10.78.*	四川省攀枝花市
10.79.0	10.81.*	四川省成都市
10.82.0	10.82.*	四川省眉山市
10.83.0	10.83.*	四川省雅安市
10.84.0	10.85.*	四川省自贡市
10.86.0	10.86.*	四川省攀枝花市
10.87.0	10.90.211	四川省绵阳市
10.90.212	10.90.212	四川西南科技大学
10.90.213	10.98.*	四川省绵阳市
10.99.0	10.110.*	四川省德阳市
10.111.0	10.120.*	四川省乐山市
10.121.0	10.121.*	四川省乐山市五通桥区
10.122.0	10.122.*	四川省乐山市
10.123.0	10.134.*	四川省宜宾市
10.135.0	10.139.1	四川省南充市
10.139.2	10.139.7	四川省南充市阆中市
10.139.8	10.146.*	四川省南充市
10.147.0	10.148.*	四川省泸州市
10.149.0	10.149.*	四川省攀枝花市
10.150.0	10.158.*	四川省泸州市
10.159.0	10.164.*	四川省内江市
10.165.0	10.169.49	四川省自贡市
10.169.50	10.169.50	四川理工学院
10.169.51	10.170.1	四川省自贡市
10.170.2	10.170.2	四川理工学院
10.170.3	10.170.10	四川省自贡市
10.170.11	10.170.13	四川省自贡市沿滩区
10.170.14	10.170.18	四川省自贡市
10.170.19	10.170.19	四川省自贡市沿滩区
10.170.20	10.170.25	四川省自贡市
10.170.26	10.170.26	四川省自贡市富顺县
10.170.27	10.170.73	四川省自贡市
10.170.74	10.170.74	四川省自贡市荣县
10.170.75	10.170.75	四川省自贡市
10.170.76	10.170.78	四川省自贡市荣县
10.170.79	10.170.91	四川省自贡市
10.170.92	10.170.92	四川省自贡市荣县
10.170.93	10.170.145	四川省自贡市
10.170.146	10.170.146	四川省自贡市自流井区
10.170.147	10.170.148	四川省自贡市
10.170.149	10.170.150	四川省自贡市自流井区
10.170.151	10.170.162	四川省自贡市
10.170.163	10.170.163	四川省自贡市自流井区
10.170.164	10.170.164	四川省自贡市
10.170.165	10.170.165	四川省自贡市自流井区
10.170.166	10.170.170	四川省自贡市
10.170.171	10.170.171	四川省自贡市自流井区
10.170.172	10.170.234	四川省自贡市
10.170.235	10.170.235	四川省自贡市大安区
10.170.236	10.170.236	四川省自贡市
10.170.237	10.170.238	四川省自贡市大安区
10.170.239	10.170.250	四川省自贡市
10.170.251	10.170.251	四川省自贡市大安区
10.170.252	10.172.*	四川省自贡市
10.173.0	10.175.7	四川省达州市
10.175.8	10.175.8	四川省达州市大竹县
10.175.9	10.175.38	四川省达州市
10.175.39	10.175.39	四川省达州市大竹县
10.175.40	10.179.*	四川省达州市
10.180.0	10.186.*	四川省攀枝花市
10.187.0	10.195.38	四川省广元市
10.195.39	10.198.236	四川省广安市
10.198.237	10.198.237	四川省广安市岳池县
10.198.238	10.198.242	四川省广安市
10.198.243	10.198.243	四川省广安市岳池县
10.198.244	10.198.245	四川省广安市
10.198.246	10.198.246	四川省广安市岳池县
10.198.247	10.200.*	四川省广安市
10.201.0	10.207.*	四川省眉山市
10.208.0	10.214.*	四川省资阳市
10.215.0	10.218.*	四川省雅安市
10.219.0	10.222.*	四川省遂宁市
10.223.0	10.225.85	四川省巴中市
10.225.86	10.225.86	四川省巴中市通江县
10.225.87	10.226.*	四川省巴中市
10.227.0	10.228.*	四川省凉山州
10.229.0	10.230.*	四川省凉山州西昌市
10.231.0	10.231.*	四川省德阳市
10.232.0	10.233.*	四川省甘孜州
10.234.0	10.234.*	四川省阿坝州
10.235.0	10.237.*	四川省
10.238.0	10.238.*	四川省自贡市
10.239.0	10.239.*	四川省成都市
10.240.0	10.240.*	四川省乐山市
10.241.0	10.241.*	四川省攀枝花市
10.242.0	10.245.*	四川省遂宁市
10.246.0	10.246.*	四川省绵阳市
10.247.0	10.247.*	四川省遂宁市
10.248.0	10.248.*	四川省
10.249.0	10.249.133	四川省自贡市
10.249.134	10.249.134	四川省自贡市大安区
10.249.135	10.*.*	四川省自贡市
11.0.0	11.12.145	陕西省西安市
11.12.146	11.12.146	陕西省西安市长安区
11.12.147	11.16.98	陕西省西安市
11.16.99	11.16.99	陕西省西安市长安区
11.16.100	11.68.*	陕西省西安市
11.69.0	11.78.*	陕西省咸阳市
11.79.0	11.87.*	陕西省宝鸡市
11.88.0	11.98.*	陕西省渭南市
11.99.0	11.100.250	陕西省汉中市
11.100.251	11.104.57	陕西省汉中市汉台区
11.104.58	11.104.58	陕西省汉中市
11.104.59	11.106.161	陕西省汉中市汉台区
11.106.162	11.106.162	陕西省汉中市
11.106.163	11.106.165	陕西省汉中市汉台区
11.106.166	11.106.166	陕西省汉中市
11.106.167	11.106.209	陕西省汉中市汉台区
11.106.210	11.106.210	陕西省汉中市
11.106.211	11.106.*	陕西省汉中市汉台区
11.107.0	11.110.*	陕西省安康市
11.111.0	11.114.*	陕西省商洛市
11.115.0	11.118.*	陕西省榆林市
11.119.0	11.121.*	陕西省延安市
11.122.0	11.123.*	陕西省
11.124.0	11.124.*	陕西省铜川市
11.125.0	11.125.254	陕西省
11.125.*	11.125.*	陕西省铜川市
11.126.0	11.127.*	陕西省西安市
11.128.0	11.139.*	海南省海口市
11.140.0	11.140.199	海南省三亚市
11.140.200	11.140.200	海南省海口市
11.140.201	11.144.*	海南省三亚市
11.145.0	11.177.*	海南省海口市
11.178.0	11.179.*	海南省三亚市
11.180.0	11.181.179	海南省海口市
11.181.180	11.181.180	海南省文昌市
11.181.181	11.181.183	海南省海口市
11.181.184	11.181.191	海南省文昌市
11.181.192	11.190.*	海南省海口市
11.191.0	11.191.252	海南省澹洲市
11.191.253	11.191.253	海南省
11.191.254	11.191.*	海南省澹洲市
11.192.0	11.192.34	海南省海口市
11.192.35	11.192.35	海南省三亚市
11.192.36	11.194.192	海南省海口市
11.194.193	11.194.194	海南省三亚市
11.194.195	11.200.205	海南省海口市
11.200.206	11.200.206	海南省三亚市
11.200.207	11.203.*	海南省海口市
11.204.0	11.204.*	海南省三亚市
11.205.0	11.211.*	海南省海口市
11.212.0	11.212.*	海南省三亚市
11.213.0	11.215.*	海南省海口市
11.216.0	11.221.*	海南省三亚市
11.222.0	11.223.*	海南省海口市
11.224.0	11.232.*	宁夏
11.233.0	11.233.*	宁夏石嘴山市
11.234.0	11.*.*	宁夏
12.0.0	12.21.3	浙江省杭州市
12.21.4	12.21.28	江苏省南京市
12.21.29	12.22.159	浙江省杭州市
12.22.160	12.22.160	福建省
12.22.161	12.22.194	新疆
12.22.195	12.31.169	浙江省杭州市
12.31.170	12.31.170	浙江省杭州市富阳市
12.31.171	12.31.*	浙江省杭州市
12.32.0	12.58.217	浙江省宁波市
12.58.218	12.58.218	浙江省宁波市余姚市
12.58.219	12.61.61	浙江省宁波市
12.61.62	12.61.62	浙江省宁波市余姚市
12.61.63	12.63.*	浙江省宁波市
12.64.0	12.79.145	浙江省温州市
12.79.146	12.79.146	浙江省温州市平阳县敖江镇
12.79.147	12.79.193	浙江省温州市
12.79.194	12.79.194	浙江省温州市苍南县灵溪镇
12.79.195	12.79.205	浙江省温州市
12.79.206	12.79.248	浙江省温州市平阳县敖江镇
