0.0.0.0	0.0.0.0	4l
37.0.0.0	37.*.*.*	IANA保留地址
38.0.0.0	38.*.*.*	美国
39.0.0.0	39.*.*.*	IANA
40.0.0.0	40.*.*.*	美国
41.0.0.0	41.31.*.*	南非
41.32.0.0	41.47.*.*	埃及
41.48.0.0	41.57.*.*	南非
41.58.0.0	41.58.*.*	尼日利亚
41.59.0.0	41.59.*.*	坦桑尼亚
41.60.0.0	41.60.*.*	赞比亚
41.61.0.0	41.61.*.*	南非
41.62.0.0	41.62.*.*	塞内加尔
41.63.0.0	41.63.63.*	赞比亚
41.63.64.0	41.63.191.*	非洲
41.63.192.0	41.63.*.*	纳米比亚
41.64.0.0	41.65.*.*	埃及
41.66.0.0	41.66.63.*	科特迪瓦
41.66.64.0	41.66.191.*	南非
41.66.192.0	41.66.*.*	加纳
41.67.0.0	41.67.63.*	苏丹
41.67.64.0	41.67.127.*	埃及
41.67.128.0	41.67.191.*	尼日利亚
41.67.192.0	41.67.*.*	喀麦隆
41.68.0.0	41.69.*.*	埃及
41.70.0.0	41.70.127.*	马拉维
41.70.128.0	41.70.*.*	安哥拉
41.71.0.0	41.71.127.*	南非
41.71.128.0	41.71.*.*	尼日利亚
41.72.0.0	41.72.63.*	安哥拉
41.72.64.0	41.72.95.*	埃及
41.72.96.0	41.72.127.*	赞比亚
41.72.128.0	41.72.159.*	南非
41.72.160.0	41.72.223.*	肯尼亚
41.72.224.0	41.72.*.*	加蓬
41.73.0.0	41.73.31.*	尼日利亚
41.73.32.0	41.73.63.*	南非
41.73.64.0	41.73.95.*	坦桑尼亚
41.73.96.0	41.73.127.*	马里
41.73.128.0	41.73.159.*	尼日利亚
41.73.160.0	41.73.223.*	坦桑尼亚
41.73.224.0	41.73.*.*	尼日利亚
41.74.0.0	41.74.15.*	贝宁
41.74.16.0	41.74.31.*	马达加斯加
41.74.32.0	41.74.47.*	乍得
41.74.48.0	41.74.63.*	博茨瓦纳
41.74.64.0	41.74.79.*	利比亚
41.74.80.0	41.74.95.*	加纳
41.74.96.0	41.74.111.*	南非
41.74.112.0	41.74.127.*	坦桑尼亚
41.74.128.0	41.74.143.*	佛得角
41.74.144.0	41.74.159.*	南非
41.74.160.0	41.74.175.*	卢旺达
41.74.176.0	41.74.207.*	南非
41.74.208.0	41.74.223.*	马达加斯加
41.74.224.0	41.74.239.*	南非
41.74.240.0	41.74.*.*	安哥拉
41.75.0.0	41.75.15.*	博茨瓦纳
41.75.16.0	41.75.31.*	尼日利亚
41.75.32.0	41.75.47.*	肯尼亚
41.75.48.0	41.75.63.*	加纳
41.75.64.0	41.75.191.*	非洲
41.75.192.0	41.75.207.*	尼日利亚
41.75.208.0	41.75.223.*	坦桑尼亚
41.75.224.0	41.75.239.*	南非
41.75.240.0	41.75.*.*	赞比亚
41.76.0.0	41.76.7.*	莫桑比克
41.76.8.0	41.76.15.*	冈比亚
41.76.16.0	41.76.23.*	莱索托
41.76.24.0	41.76.31.*	加纳
41.76.32.0	41.76.39.*	南非
41.76.40.0	41.76.47.*	毛里求斯
41.76.48.0	41.76.55.*	马拉维
41.76.56.0	41.76.63.*	南非
41.76.64.0	41.76.87.*	尼日利亚
41.76.88.0	41.76.95.*	坦桑尼亚
41.76.96.0	41.76.103.*	南非
41.76.104.0	41.76.111.*	非洲
41.76.112.0	41.76.119.*	南非
41.76.120.0	41.76.127.*	加蓬
41.76.128.0	41.76.135.*	南非
41.76.136.0	41.76.143.*	刚果(布)
41.76.144.0	41.76.151.*	莫桑比克
41.76.152.0	41.76.159.*	尼日利亚
41.76.160.0	41.76.167.*	乌干达
41.76.168.0	41.76.175.*	肯尼亚
41.76.176.0	41.76.183.*	南非
41.76.184.0	41.76.191.*	肯尼亚
41.76.192.0	41.76.199.*	尼日利亚
41.76.200.0	41.76.231.*	南非
41.76.232.0	41.77.223.*	非洲
41.77.224.0	41.77.231.*	坦桑尼亚
41.77.232.0	41.77.239.*	非洲
41.77.240.0	41.77.247.*	莫桑比克
41.77.248.0	41.77.*.*	埃及
41.78.0.0	41.78.3.*	坦桑尼亚
41.78.4.0	41.78.7.*	南非
41.78.8.0	41.78.15.*	尼日利亚
41.78.16.0	41.78.19.*	安哥拉
41.78.20.0	41.78.23.*	埃及
41.78.24.0	41.78.27.*	肯尼亚
41.78.28.0	41.78.39.*	南非
41.78.40.0	41.78.43.*	加纳
41.78.44.0	41.78.47.*	津巴布韦
41.78.48.0	41.78.51.*	布基纳法索
41.78.52.0	41.78.55.*	非洲
41.78.56.0	41.78.59.*	马拉维
41.78.60.0	41.78.63.*	埃及
41.78.64.0	41.78.67.*	坦桑尼亚
41.78.68.0	41.78.71.*	塞拉利昂
41.78.72.0	41.78.75.*	索马里
41.78.76.0	41.78.79.*	津巴布韦
41.78.80.0	41.78.83.*	尼日利亚
41.78.84.0	41.78.87.*	塞拉利昂
41.78.88.0	41.78.91.*	尼日利亚
41.78.92.0	41.78.95.*	博茨瓦纳
41.78.96.0	41.78.99.*	加蓬
41.78.100.0	41.78.103.*	尼日利亚
41.78.104.0	41.78.107.*	刚果(金)
41.78.108.0	41.78.111.*	苏丹
41.78.112.0	41.78.115.*	赞比亚
41.78.116.0	41.78.119.*	尼日尔
41.78.120.0	41.78.123.*	中非
41.78.124.0	41.78.127.*	加纳
41.78.128.0	41.78.131.*	南非
41.78.132.0	41.78.135.*	斯威士兰
41.78.136.0	41.78.139.*	多哥
41.78.140.0	41.78.143.*	南非
41.78.144.0	41.78.147.*	加纳
41.78.148.0	41.78.151.*	埃及
41.78.152.0	41.78.155.*	加蓬
41.78.156.0	41.78.159.*	尼日利亚
41.78.160.0	41.78.163.*	乌干达
41.78.164.0	41.78.167.*	南非
41.78.168.0	41.78.171.*	坦桑尼亚
41.78.172.0	41.78.175.*	尼日利亚
41.78.176.0	41.78.179.*	肯尼亚
41.78.180.0	41.78.191.*	南非
41.78.192.0	41.78.195.*	毛里求斯
41.78.196.0	41.78.199.*	刚果(金)
41.78.200.0	41.78.203.*	南非
41.78.204.0	41.79.227.*	非洲
41.79.228.0	41.79.231.*	肯尼亚
41.79.232.0	41.79.235.*	刚果(金)
41.79.236.0	41.79.239.*	几内亚
41.79.240.0	41.79.243.*	南非
41.79.244.0	41.79.247.*	莫桑比克
41.79.248.0	41.79.251.*	坦桑尼亚
41.79.252.0	41.81.*.*	肯尼亚
41.82.0.0	41.83.*.*	塞内加尔
41.84.0.0	41.84.127.*	南非
41.84.128.0	41.84.159.*	肯尼亚
41.84.160.0	41.84.191.*	尼日利亚
41.84.192.0	41.84.223.*	乌干达
41.84.224.0	41.85.*.*	非洲
41.86.0.0	41.86.31.*	利比里亚
41.86.32.0	41.86.63.*	塞舌尔
41.86.64.0	41.86.127.*	南非
41.86.128.0	41.86.159.*	尼日利亚
41.86.160.0	41.86.191.*	坦桑尼亚
41.86.192.0	41.86.223.*	南非
41.86.224.0	41.86.*.*	贝宁
41.87.0.0	41.87.31.*	马拉维
41.87.32.0	41.87.63.*	肯尼亚
41.87.64.0	41.87.95.*	尼日利亚
41.87.96.0	41.87.127.*	毛里求斯
41.87.128.0	41.87.159.*	摩洛哥
41.87.160.0	41.87.191.*	博茨瓦纳
41.87.192.0	41.87.*.*	南非
41.88.0.0	41.88.*.*	埃及
41.89.0.0	41.90.*.*	肯尼亚
41.91.0.0	41.91.*.*	埃及
41.92.0.0	41.92.127.*	摩洛哥
41.92.128.0	41.92.*.*	喀麦隆
41.93.0.0	41.93.127.*	坦桑尼亚
41.93.128.0	41.93.*.*	加纳
41.94.0.0	41.94.*.*	莫桑比克
41.95.0.0	41.95.*.*	苏丹
41.96.0.0	41.111.*.*	阿尔及利亚
41.112.0.0	41.127.*.*	南非
41.128.0.0	41.131.*.*	埃及
41.132.0.0	41.135.*.*	南非
41.136.0.0	41.136.*.*	毛里求斯
41.137.0.0	41.137.*.*	摩洛哥
41.138.0.0	41.138.31.*	乌干达
41.138.32.0	41.138.63.*	尼日尔
41.138.64.0	41.138.71.*	南非
41.138.72.0	41.138.79.*	博茨瓦纳
41.138.80.0	41.138.87.*	卢旺达
41.138.88.0	41.138.91.*	贝宁
41.138.92.0	41.138.95.*	坦桑尼亚
41.138.96.0	41.138.127.*	布基纳法索
41.138.128.0	41.138.159.*	毛里塔尼亚
41.138.160.0	41.138.191.*	尼日利亚
41.138.192.0	41.138.207.*	坦桑尼亚
41.138.208.0	41.138.223.*	乌干达
41.138.224.0	41.138.239.*	莫桑比克
41.138.240.0	41.138.*.*	肯尼亚
41.139.0.0	41.139.63.*	加纳
41.139.64.0	41.139.127.*	尼日利亚
41.139.128.0	41.139.*.*	肯尼亚
41.140.0.0	41.143.*.*	摩洛哥
41.144.0.0	41.151.*.*	南非
41.152.0.0	41.153.*.*	埃及
41.154.0.0	41.154.*.*	南非
41.155.0.0	41.155.127.*	尼日利亚
41.155.128.0	41.155.*.*	埃及
41.156.0.0	41.157.*.*	南非
41.158.0.0	41.159.*.*	加蓬
41.160.0.0	41.175.*.*	南非
41.176.0.0	41.176.*.*	埃及
41.177.0.0	41.177.*.*	南非
41.178.0.0	41.179.*.*	埃及
41.180.0.0	41.181.*.*	南非
41.182.0.0	41.182.*.*	纳米比亚
41.183.0.0	41.183.*.*	南非
41.184.0.0	41.184.*.*	尼日利亚
41.185.0.0	41.185.*.*	南非
41.186.0.0	41.186.*.*	卢旺达
41.187.0.0	41.187.*.*	埃及
41.188.0.0	41.188.63.*	马达加斯加
41.188.64.0	41.188.127.*	毛里塔尼亚
41.188.128.0	41.188.191.*	坦桑尼亚
41.188.192.0	41.188.*.*	南非
41.189.0.0	41.189.31.*	尼日利亚
41.189.32.0	41.189.63.*	科特迪瓦
41.189.64.0	41.189.95.*	南非
41.189.96.0	41.189.127.*	科特迪瓦
41.189.128.0	41.189.159.*	加纳
41.189.160.0	41.189.191.*	埃及
41.189.192.0	41.189.223.*	刚果(金)
41.189.224.0	41.189.*.*	吉布提
41.190.0.0	41.190.31.*	尼日利亚
41.190.32.0	41.190.63.*	津巴布韦
41.190.64.0	41.190.67.*	贝宁
41.190.68.0	41.190.71.*	加纳
41.190.72.0	41.190.75.*	刚果(布)
41.190.76.0	41.190.79.*	非洲
41.190.80.0	41.190.83.*	刚果(金)
41.190.84.0	41.190.87.*	纳米比亚
41.190.88.0	41.190.91.*	加纳
41.190.92.0	41.190.95.*	马拉维
41.190.96.0	41.190.127.*	纳米比亚
41.190.128.0	41.190.159.*	乌干达
41.190.160.0	41.190.191.*	莫桑比克
41.190.192.0	41.190.223.*	乌干达
41.190.224.0	41.190.227.*	喀麦隆
41.190.228.0	41.190.231.*	尼日尔
41.190.232.0	41.190.235.*	肯尼亚
41.190.236.0	41.190.239.*	马达加斯加
41.190.240.0	41.190.243.*	尼日利亚
41.190.244.0	41.190.247.*	博茨瓦纳
41.190.248.0	41.190.251.*	埃及
41.190.252.0	41.190.*.*	肯尼亚
41.191.0.0	41.191.63.*	埃及
41.191.64.0	41.191.67.*	安哥拉
41.191.68.0	41.191.71.*	科特迪瓦
41.191.72.0	41.191.75.*	莫桑比克
41.191.76.0	41.191.79.*	乌干达
41.191.80.0	41.191.83.*	埃及
41.191.84.0	41.191.87.*	贝宁
41.191.88.0	41.191.91.*	南非
41.191.92.0	41.191.95.*	坦桑尼亚
41.191.96.0	41.191.99.*	加纳
41.191.100.0	41.191.103.*	喀麦隆
41.191.104.0	41.191.107.*	利比里亚
41.191.108.0	41.191.111.*	尼日利亚
41.191.112.0	41.191.115.*	肯尼亚
41.191.116.0	41.191.119.*	赞比亚
41.191.120.0	41.191.123.*	塞舌尔
41.191.124.0	41.191.191.*	南非
41.191.192.0	41.191.199.*	肯尼亚
41.191.200.0	41.191.207.*	莱索托
41.191.208.0	41.191.215.*	乌干达
41.191.216.0	41.191.231.*	肯尼亚
41.191.232.0	41.191.239.*	津巴布韦
41.191.240.0	41.191.247.*	加纳
41.191.248.0	41.191.251.*	塞拉利昂
41.191.252.0	41.191.*.*	阿尔及利亚
41.192.0.0	41.195.*.*	南非
41.196.0.0	41.196.*.*	埃及
41.197.0.0	41.197.*.*	卢旺达
41.198.0.0	41.198.*.*	南非
41.199.0.0	41.199.*.*	埃及
41.200.0.0	41.201.*.*	阿尔及利亚
41.202.0.0	41.202.31.*	加纳
41.202.32.0	41.202.63.*	南非
41.202.64.0	41.202.159.*	科特迪瓦
41.202.160.0	41.202.191.*	苏丹
41.202.192.0	41.202.223.*	喀麦隆
41.202.224.0	41.202.*.*	乌干达
41.203.0.0	41.203.63.*	南非
41.203.64.0	41.203.127.*	尼日利亚
41.203.128.0	41.203.159.*	尼日尔
41.203.160.0	41.203.175.*	南非
41.203.176.0	41.203.191.*	莱索托
41.203.192.0	41.203.207.*	马里
41.203.208.0	41.203.223.*	肯尼亚
41.203.224.0	41.203.239.*	布基纳法索
41.203.240.0	41.203.*.*	塞舌尔
41.204.0.0	41.204.31.*	斯威士兰
41.204.32.0	41.204.63.*	加纳
41.204.64.0	41.204.95.*	喀麦隆
41.204.96.0	41.204.127.*	马达加斯加
41.204.128.0	41.204.159.*	坦桑尼亚
41.204.160.0	41.204.191.*	肯尼亚
41.204.192.0	41.204.223.*	南非
41.204.224.0	41.204.*.*	尼日利亚
41.205.0.0	41.205.31.*	喀麦隆
41.205.32.0	41.205.63.*	安哥拉
41.205.64.0	41.205.95.*	喀麦隆
41.205.96.0	41.205.127.*	埃及
41.205.128.0	41.205.159.*	纳米比亚
41.205.160.0	41.205.191.*	尼日利亚
41.205.192.0	41.205.223.*	摩洛哥
41.205.224.0	41.205.*.*	塞拉利昂
41.206.0.0	41.206.31.*	尼日利亚
41.206.32.0	41.206.63.*	肯尼亚
41.206.64.0	41.206.95.*	科特迪瓦
41.206.96.0	41.206.127.*	非洲
41.206.128.0	41.206.159.*	埃及
41.206.160.0	41.206.223.*	南非
41.206.224.0	41.206.*.*	尼日利亚
41.207.0.0	41.207.31.*	科特迪瓦
41.207.32.0	41.207.63.*	马达加斯加
41.207.64.0	41.207.127.*	肯尼亚
41.207.128.0	41.207.159.*	毛里求斯
41.207.160.0	41.207.191.*	多哥
41.207.192.0	41.207.223.*	科特迪瓦
41.207.224.0	41.208.63.*	南非
41.208.64.0	41.208.127.*	利比亚
41.208.128.0	41.208.191.*	塞内加尔
41.208.192.0	41.208.*.*	南非
41.209.0.0	41.209.63.*	肯尼亚
41.209.64.0	41.209.127.*	苏丹
41.209.128.0	41.209.191.*	阿尔及利亚
41.209.192.0	41.209.*.*	埃及
41.210.0.0	41.210.63.*	加纳
41.210.64.0	41.210.127.*	阿尔及利亚
41.210.128.0	41.210.191.*	乌干达
41.210.192.0	41.210.*.*	安哥拉
41.211.0.0	41.211.31.*	加纳
41.211.32.0	41.211.63.*	斯威士兰
41.211.64.0	41.211.95.*	毛里求斯
41.211.96.0	41.211.127.*	喀麦隆
41.211.128.0	41.211.191.*	加蓬
41.211.192.0	41.211.*.*	尼日利亚
41.212.0.0	41.212.127.*	肯尼亚
41.212.128.0	41.212.*.*	毛里求斯
41.213.0.0	41.213.127.*	南非
41.213.128.0	41.213.*.*	留尼汪
41.214.0.0	41.214.127.*	塞内加尔
41.214.128.0	41.214.*.*	摩洛哥
41.215.0.0	41.215.143.*	肯尼亚
41.215.144.0	41.215.159.*	斯威士兰
41.215.160.0	41.215.175.*	加纳
41.215.176.0	41.215.191.*	赞比亚
41.215.192.0	41.215.207.*	肯尼亚
41.215.208.0	41.215.223.*	佛得角
41.215.224.0	41.215.231.*	肯尼亚
41.215.232.0	41.215.239.*	南非
41.215.240.0	41.215.243.*	埃及
41.215.244.0	41.215.247.*	尼日利亚
41.215.248.0	41.215.251.*	卢旺达
41.215.252.0	41.215.*.*	刚果(金)
41.216.0.0	41.216.31.*	赞比亚
41.216.32.0	41.216.63.*	贝宁
41.216.64.0	41.216.95.*	赞比亚
41.216.96.0	41.216.127.*	卢旺达
41.216.128.0	41.216.143.*	南非
41.216.144.0	41.216.159.*	布基纳法索
41.216.160.0	41.216.175.*	尼日利亚
41.216.176.0	41.216.191.*	喀麦隆
41.216.192.0	41.216.207.*	南非
41.216.208.0	41.216.215.*	博茨瓦纳
41.216.216.0	41.216.223.*	坦桑尼亚
41.216.224.0	41.216.227.*	摩洛哥
41.216.228.0	41.216.231.*	马拉维
41.216.232.0	41.216.235.*	尼日利亚
41.216.236.0	41.216.239.*	安哥拉
41.216.240.0	41.216.*.*	非洲
41.217.0.0	41.217.127.*	尼日利亚
41.217.128.0	41.217.159.*	喀麦隆
41.217.160.0	41.217.191.*	埃及
41.217.192.0	41.217.195.*	南非
41.217.196.0	41.217.199.*	马达加斯加
41.217.200.0	41.217.203.*	坦桑尼亚
41.217.204.0	41.217.207.*	尼日利亚
41.217.208.0	41.217.211.*	莫桑比克
41.217.212.0	41.217.215.*	毛里求斯
41.217.216.0	41.217.219.*	马拉维
41.217.220.0	41.217.223.*	肯尼亚
41.217.224.0	41.217.231.*	埃及
41.217.232.0	41.217.239.*	乌干达
41.217.240.0	41.217.247.*	南非
41.217.248.0	41.217.*.*	赞比亚
41.218.0.0	41.218.63.*	苏丹
41.218.64.0	41.218.127.*	纳米比亚
41.218.128.0	41.218.191.*	埃及
41.218.192.0	41.218.*.*	加纳
41.219.0.0	41.219.63.*	塞内加尔
41.219.64.0	41.219.127.*	纳米比亚
41.219.128.0	41.219.*.*	尼日利亚
41.220.0.0	41.220.15.*	乌干达
41.220.16.0	41.220.31.*	津巴布韦
41.220.32.0	41.220.47.*	莫桑比克
41.220.48.0	41.220.63.*	加纳
41.220.64.0	41.220.79.*	尼日利亚
41.220.80.0	41.220.95.*	塞拉利昂
41.220.96.0	41.220.111.*	塞舌尔
41.220.112.0	41.220.127.*	肯尼亚
41.220.128.0	41.220.143.*	坦桑尼亚
41.220.144.0	41.220.159.*	阿尔及利亚
41.220.160.0	41.220.175.*	莫桑比克
41.220.176.0	41.220.191.*	坦桑尼亚
41.220.192.0	41.220.207.*	莫桑比克
41.220.208.0	41.220.223.*	乌干达
41.220.224.0	41.220.*.*	肯尼亚
41.221.0.0	41.221.15.*	南非
41.221.16.0	41.221.31.*	阿尔及利亚
41.221.32.0	41.221.63.*	坦桑尼亚
41.221.64.0	41.221.79.*	莫桑比克
41.221.80.0	41.221.95.*	乌干达
41.221.96.0	41.221.111.*	马拉维
41.221.112.0	41.221.127.*	尼日利亚
41.221.128.0	41.221.143.*	埃及
41.221.144.0	41.221.159.*	津巴布韦
41.221.160.0	41.221.175.*	尼日利亚
41.221.176.0	41.221.191.*	马里
41.221.192.0	41.221.207.*	佛得角
41.221.208.0	41.221.223.*	加纳
41.221.224.0	41.221.239.*	南非
41.221.240.0	41.221.*.*	安哥拉
41.222.0.0	41.222.7.*	乌干达
41.222.8.0	41.222.15.*	肯尼亚
41.222.16.0	41.222.23.*	赞比亚
41.222.24.0	41.222.31.*	坦桑尼亚
41.222.32.0	41.222.39.*	南非
41.222.40.0	41.222.47.*	尼日利亚
41.222.48.0	41.222.55.*	南非
41.222.56.0	41.222.63.*	坦桑尼亚
41.222.64.0	41.222.71.*	尼日利亚
41.222.72.0	41.222.79.*	非洲
41.222.80.0	41.222.87.*	莫桑比克
41.222.88.0	41.222.95.*	坦桑尼亚
41.222.96.0	41.222.103.*	毛里求斯
41.222.104.0	41.222.111.*	南非
41.222.112.0	41.222.119.*	赤道几内亚
41.222.120.0	41.222.127.*	肯尼亚
41.222.128.0	41.222.135.*	埃及
41.222.136.0	41.222.143.*	南非
41.222.144.0	41.222.151.*	尼日利亚
41.222.152.0	41.222.159.*	坦桑尼亚
41.222.160.0	41.222.167.*	肯尼亚
41.222.168.0	41.222.175.*	埃及
41.222.176.0	41.222.183.*	坦桑尼亚
41.222.184.0	41.222.191.*	马拉维
41.222.192.0	41.222.195.*	贝宁
41.222.196.0	41.222.199.*	刚果(金)
41.222.200.0	41.222.203.*	非洲
41.222.204.0	41.222.207.*	塞舌尔
41.222.208.0	41.222.211.*	尼日利亚
41.222.212.0	41.222.215.*	南非
41.222.216.0	41.222.219.*	刚果(金)
41.222.220.0	41.222.231.*	南非
41.222.232.0	41.222.235.*	加纳
41.222.236.0	41.222.239.*	安哥拉
41.222.240.0	41.222.243.*	赞比亚
41.222.244.0	41.222.247.*	卢旺达
41.222.248.0	41.223.3.*	安哥拉
41.223.4.0	41.223.7.*	坦桑尼亚
41.223.8.0	41.223.11.*	南非
41.223.12.0	41.223.15.*	非洲
41.223.16.0	41.223.19.*	坦桑尼亚
41.223.20.0	41.223.23.*	埃及
41.223.24.0	41.223.27.*	非洲
41.223.28.0	41.223.31.*	喀麦隆
41.223.32.0	41.223.39.*	南非
41.223.40.0	41.223.43.*	安哥拉
41.223.44.0	41.223.47.*	利比里亚
41.223.48.0	41.223.51.*	肯尼亚
41.223.52.0	41.223.55.*	埃及
41.223.56.0	41.223.59.*	肯尼亚
41.223.60.0	41.223.63.*	南非
41.223.64.0	41.223.67.*	尼日利亚
41.223.68.0	41.223.71.*	南非
41.223.72.0	41.223.75.*	博茨瓦纳
41.223.76.0	41.223.79.*	毛里求斯
41.223.80.0	41.223.83.*	纳米比亚
41.223.84.0	41.223.87.*	乌干达
41.223.88.0	41.223.91.*	塞拉利昂
41.223.92.0	41.223.99.*	非洲
41.223.100.0	41.223.103.*	安哥拉
41.223.104.0	41.223.107.*	刚果(金)
41.223.108.0	41.223.111.*	肯尼亚
41.223.112.0	41.223.115.*	非洲
41.223.116.0	41.223.119.*	赞比亚
41.223.120.0	41.223.123.*	南非
41.223.124.0	41.223.127.*	莫桑比克
41.223.128.0	41.223.131.*	尼日利亚
41.223.132.0	41.223.135.*	塞拉利昂
41.223.136.0	41.223.139.*	尼日利亚
41.223.140.0	41.223.143.*	博茨瓦纳
41.223.144.0	41.223.147.*	尼日利亚
41.223.148.0	41.223.151.*	肯尼亚
41.223.152.0	41.223.155.*	莫桑比克
41.223.156.0	41.223.159.*	安哥拉
41.223.160.0	41.223.163.*	苏丹
41.223.164.0	41.223.167.*	安哥拉
41.223.168.0	41.223.171.*	尼日利亚
41.223.172.0	41.223.175.*	南非
41.223.176.0	41.223.179.*	阿尔及利亚
41.223.180.0	41.223.183.*	坦桑尼亚
41.223.184.0	41.223.187.*	中非
41.223.188.0	41.223.191.*	刚果(布)
41.223.192.0	41.223.195.*	尼日利亚
41.223.196.0	41.223.199.*	埃及
41.223.200.0	41.223.203.*	苏丹
41.223.204.0	41.223.207.*	塞舌尔
41.223.208.0	41.223.211.*	科特迪瓦
41.223.212.0	41.223.215.*	冈比亚
41.223.216.0	41.223.219.*	塞舌尔
41.223.220.0	41.223.223.*	毛里求斯
41.223.224.0	41.223.227.*	卢旺达
41.223.228.0	41.223.231.*	坦桑尼亚
41.223.232.0	41.223.235.*	布基纳法索
41.223.236.0	41.223.239.*	毛里求斯
41.223.240.0	41.223.243.*	埃及
41.223.244.0	41.223.247.*	南非
41.223.248.0	41.223.251.*	贝宁
41.223.252.0	41.223.*.*	毛里求斯
41.224.0.0	41.231.*.*	突尼斯
41.232.0.0	41.239.*.*	埃及
41.240.0.0	41.247.*.*	南非
41.248.0.0	41.251.*.*	摩洛哥
41.252.0.0	41.*.*.*	利比亚
42.0.0.0	42.*.*.*	亚太地区
43.0.0.0	43.61.*.*	日本
43.62.0.0	43.62.*.*	马来西亚
43.63.0.0	43.223.*.*	日本
43.224.0.0	43.231.*.*	亚太地区
43.232.0.0	43.235.*.*	日本
43.236.0.0	43.243.*.*	亚太地区
43.244.0.0	43.244.*.*	日本
43.245.0.0	43.252.*.*	亚太地区
43.253.0.0	43.253.*.*	日本
43.254.0.0	43.*.*.*	亚太地区
44.0.0.0	45.*.*.*	美国
46.0.0.0	46.0.*.*	俄罗斯
46.1.0.0	46.1.*.*	德国
46.2.0.0	46.2.*.*	土耳其
46.3.0.0	46.3.*.*	俄罗斯
46.4.0.0	46.5.*.*	德国
46.6.0.0	46.6.*.*	西班牙
46.7.0.0	46.7.*.*	爱尔兰
46.8.0.0	46.8.*.*	捷克
46.9.0.0	46.9.*.*	挪威
46.10.0.0	46.10.*.*	保加利亚
46.11.0.0	46.11.*.*	马耳他
46.12.0.0	46.12.*.*	希腊
46.13.0.0	46.13.*.*	捷克
46.14.0.0	46.14.*.*	瑞士
46.15.0.0	46.15.*.*	挪威
46.16.0.0	46.16.7.*	英国
46.16.8.0	46.16.15.*	俄罗斯
46.16.16.0	46.16.23.*	欧洲
46.16.24.0	46.16.31.*	俄罗斯
46.16.32.0	46.16.39.*	英国
46.16.40.0	46.16.47.*	法国
46.16.48.0	46.16.55.*	挪威
46.16.56.0	46.16.63.*	西班牙
46.16.64.0	46.16.71.*	俄罗斯
46.16.72.0	46.16.79.*	德国
46.16.80.0	46.16.87.*	英国
46.16.88.0	46.16.95.*	意大利
46.16.96.0	46.16.103.*	俄罗斯
46.16.104.0	46.16.111.*	塞尔维亚
46.16.112.0	46.16.119.*	爱沙尼亚
46.16.120.0	46.16.127.*	捷克
46.16.128.0	46.16.135.*	俄罗斯
46.16.136.0	46.16.143.*	塞浦路斯
46.16.144.0	46.16.151.*	哈萨克斯坦
46.16.152.0	46.16.159.*	瑞士
46.16.160.0	46.16.167.*	英国
46.16.168.0	46.16.175.*	意大利
46.16.176.0	46.16.183.*	俄罗斯
46.16.184.0	46.16.191.*	英国
46.16.192.0	46.16.199.*	保加利亚
46.16.200.0	46.16.207.*	瑞士
46.16.208.0	46.16.215.*	英国
46.16.216.0	46.16.223.*	德国
46.16.224.0	46.16.231.*	俄罗斯
46.16.232.0	46.16.239.*	瑞典
46.16.240.0	46.16.247.*	乌克兰
46.16.248.0	46.17.15.*	荷兰
46.17.16.0	46.17.23.*	挪威
46.17.24.0	46.17.31.*	荷兰
46.17.32.0	46.17.39.*	爱尔兰
46.17.40.0	46.17.55.*	俄罗斯
46.17.56.0	46.17.63.*	英国
46.17.64.0	46.17.71.*	法国
46.17.72.0	46.17.79.*	欧洲
46.17.80.0	46.17.87.*	法国
46.17.88.0	46.17.95.*	英国
46.17.96.0	46.17.103.*	俄罗斯
46.17.104.0	46.17.111.*	德国
46.17.112.0	46.17.119.*	波兰
46.17.120.0	46.17.127.*	塞尔维亚
46.17.128.0	46.17.135.*	土耳其
46.17.136.0	46.17.143.*	西班牙
46.17.144.0	46.17.151.*	塞尔维亚
46.17.152.0	46.17.159.*	意大利
46.17.160.0	46.17.167.*	英国
46.17.168.0	46.17.175.*	卢森堡
46.17.176.0	46.17.183.*	英国
46.17.184.0	46.17.191.*	瑞典
46.17.192.0	46.17.199.*	芬兰
46.17.200.0	46.17.207.*	俄罗斯
46.17.208.0	46.17.223.*	英国
46.17.224.0	46.17.231.*	奥地利
46.17.232.0	46.17.239.*	英国
46.17.240.0	46.17.247.*	乌克兰
46.17.248.0	46.17.*.*	俄罗斯
46.18.0.0	46.18.7.*	乌克兰
46.18.8.0	46.18.15.*	英国
46.18.16.0	46.18.23.*	巴勒斯坦
46.18.24.0	46.18.31.*	意大利
46.18.32.0	46.18.39.*	比利时
46.18.40.0	46.18.47.*	西班牙
46.18.48.0	46.18.55.*	英国
46.18.56.0	46.18.63.*	德国
46.18.64.0	46.18.71.*	阿塞拜疆
46.18.72.0	46.18.79.*	西班牙
46.18.80.0	46.18.87.*	英国
46.18.88.0	46.18.103.*	法国
46.18.104.0	46.18.111.*	波兰
46.18.112.0	46.18.119.*	英国
46.18.120.0	46.18.135.*	法国
46.18.136.0	46.18.143.*	意大利
46.18.144.0	46.18.151.*	斯洛伐克
46.18.152.0	46.18.159.*	英国
46.18.160.0	46.18.167.*	沙特阿拉伯
46.18.168.0	46.18.183.*	英国
46.18.184.0	46.18.191.*	德国
46.18.192.0	46.18.199.*	法国
46.18.200.0	46.18.207.*	俄罗斯
