
0.0.0	31.*.*	韩国
45.146.77	45.146.85	辽宁省抚顺市
45.146.86	45.146.86	辽宁省抚顺市望花区
45.146.87	45.146.143	辽宁省抚顺市
45.146.144	45.146.144	辽宁省抚顺市望花区
45.146.145	45.146.147	辽宁省抚顺市
45.146.148	45.146.149	辽宁省抚顺市望花区
45.146.150	45.146.151	辽宁省抚顺市
45.146.152	45.146.152	辽宁省抚顺市望花区
45.146.153	45.155.121	辽宁省抚顺市
45.155.122	45.155.122	辽宁省营口市站前区
45.155.123	45.158.*	辽宁省抚顺市
45.159.0	45.173.33	辽宁省阜新市
45.173.34	45.199.22	辽宁省辽阳市
45.199.23	45.199.24	辽宁省辽阳市白塔区
45.199.25	45.199.25	辽宁省辽阳市
45.199.26	45.199.26	辽宁省辽阳市白塔区
45.199.27	45.199.27	辽宁省辽阳市
45.199.28	45.199.28	辽宁省辽阳市白塔区
45.199.29	45.199.33	辽宁省辽阳市
45.199.34	45.199.34	辽宁省辽阳市太子河区
45.199.35	45.199.35	辽宁省辽阳市
45.199.36	45.199.36	辽宁省辽阳市文圣区
45.199.37	45.199.37	辽宁省辽阳市
45.199.38	45.199.38	辽宁省辽阳市太子河区
45.199.39	45.199.50	辽宁省辽阳市
45.199.51	45.199.52	辽宁省辽阳市白塔区
45.199.53	45.199.53	辽宁省辽阳市
45.199.54	45.199.54	辽宁省辽阳市白塔区
45.199.55	45.199.56	辽宁省辽阳市
45.199.57	45.199.57	辽宁省辽阳市白塔区
45.199.58	45.199.67	辽宁省辽阳市
45.199.68	45.199.68	辽宁省辽阳市文圣区
45.199.69	45.199.69	辽宁省辽阳市白塔区
45.199.70	45.199.70	辽宁省辽阳市
45.199.71	45.199.71	辽宁省辽阳市白塔区
45.199.72	45.202.1	辽宁省辽阳市
45.202.2	45.202.3	辽宁省沈阳市
45.202.4	45.202.8	辽宁省辽阳市
45.202.9	45.202.9	辽宁省辽阳市白塔区
45.202.10	45.202.33	辽宁省辽阳市
45.202.34	45.202.34	辽宁省沈阳市
45.202.35	45.202.35	辽宁省辽阳市文圣区
45.202.36	45.202.37	辽宁省辽阳市
45.202.38	45.202.38	辽宁省辽阳市太子河区
45.202.39	45.202.39	辽宁省辽阳市
45.202.40	45.202.40	辽宁省本溪市桓仁县
45.202.41	45.202.41	辽宁省沈阳市
45.202.42	45.202.42	辽宁省辽阳市辽阳县
45.202.43	45.202.66	辽宁省辽阳市
45.202.67	45.202.67	辽宁省辽阳市白塔区
45.202.68	45.202.68	辽宁省辽阳市
45.202.69	45.202.69	辽宁省辽阳市白塔区
45.202.70	45.202.83	辽宁省辽阳市
45.202.84	45.202.85	辽宁省辽阳市文圣区
45.202.86	45.203.33	辽宁省辽阳市
45.203.34	45.203.34	辽宁省辽阳市白塔区
45.203.35	45.207.1	辽宁省辽阳市
45.207.2	45.207.3	辽宁省辽阳市文圣区
45.207.4	45.207.7	辽宁省辽阳市
45.207.8	45.207.10	辽宁省辽阳市文圣区
45.207.11	45.207.11	辽宁省辽阳市
45.207.12	45.207.13	辽宁省辽阳市文圣区
45.207.14	45.207.34	辽宁省辽阳市
45.207.35	45.207.35	辽宁省辽阳市文圣区
45.207.36	45.207.36	辽宁省辽阳市
45.207.37	45.207.37	辽宁省辽阳市文圣区
45.207.38	45.207.39	辽宁省辽阳市
45.207.40	45.207.40	辽宁省辽阳市太子河区
45.207.41	45.207.42	辽宁省辽阳市文圣区
45.207.43	45.209.7	辽宁省辽阳市
45.209.8	45.209.9	辽宁省辽阳市文圣区
45.209.10	45.209.12	辽宁省辽阳市
45.209.13	45.209.14	辽宁省辽阳市文圣区
45.209.15	45.209.49	辽宁省辽阳市
45.209.50	45.209.50	辽宁省辽阳市文圣区
45.209.51	45.209.51	辽宁省辽阳市
45.209.52	45.209.52	辽宁省辽阳市文圣区
45.209.53	45.210.1	辽宁省辽阳市
45.210.2	45.210.2	辽宁省辽阳市弓长岭区
45.210.3	45.210.3	辽宁省辽阳市
45.210.4	45.210.4	辽宁省辽阳市弓长岭区
45.210.5	45.210.25	辽宁省辽阳市
45.210.26	45.210.27	辽宁省辽阳市弓长岭区
45.210.28	45.210.33	辽宁省辽阳市
45.210.34	45.210.34	辽宁省辽阳市弓长岭区
45.210.35	45.210.43	辽宁省辽阳市
45.210.44	45.210.44	辽宁省辽阳市弓长岭区
45.210.45	45.210.49	辽宁省辽阳市
45.210.50	45.210.50	辽宁省辽阳市弓长岭区
45.210.51	45.210.93	辽宁省辽阳市
45.210.94	45.210.94	辽宁省辽阳市弓长岭区
45.210.95	45.210.129	辽宁省辽阳市
45.210.130	45.210.130	辽宁省辽阳市辽阳县
45.210.131	45.210.131	辽宁省辽阳市
45.210.132	45.210.132	辽宁省辽阳市辽阳县
45.210.133	45.210.133	辽宁省辽阳市
45.210.134	45.210.135	辽宁省辽阳市辽阳县
45.210.136	45.211.1	辽宁省辽阳市
45.211.2	45.211.4	辽宁省辽阳市辽阳县
45.211.5	45.211.10	辽宁省辽阳市
45.211.11	45.211.11	辽宁省辽阳市辽阳县
45.211.12	45.211.17	辽宁省辽阳市
45.211.18	45.211.18	辽宁省辽阳市辽阳县
45.211.19	45.211.19	辽宁省辽阳市
45.211.20	45.211.20	辽宁省辽阳市辽阳县
45.211.21	45.211.25	辽宁省辽阳市
45.211.26	45.211.26	辽宁省辽阳市辽阳县
45.211.27	45.211.27	辽宁省辽阳市
45.211.28	45.211.28	辽宁省辽阳市辽阳县
45.211.29	45.211.33	辽宁省辽阳市
45.211.34	45.211.34	辽宁省辽阳市辽阳县
45.211.35	45.211.49	辽宁省辽阳市
45.211.50	45.211.52	辽宁省辽阳市辽阳县
45.211.53	45.211.57	辽宁省辽阳市
45.211.58	45.211.58	辽宁省辽阳市辽阳县
45.211.59	45.211.91	辽宁省辽阳市
45.211.92	45.211.92	辽宁省辽阳市辽阳县
45.211.93	45.213.1	辽宁省辽阳市
45.213.2	45.213.2	辽宁省辽阳市白塔区
45.213.3	45.213.3	辽宁省辽阳市
45.213.4	45.213.4	辽宁省辽阳市太子河区
45.213.5	45.213.5	辽宁省辽阳市
45.213.6	45.213.6	辽宁省辽阳市太子河区
45.213.7	45.213.7	辽宁省辽阳市
45.213.8	45.213.8	辽宁省辽阳市白塔区
45.213.9	45.213.11	辽宁省辽阳市
45.213.12	45.213.12	辽宁省沈阳市
45.213.13	45.213.13	辽宁省辽阳市白塔区
45.213.14	45.213.17	辽宁省辽阳市
45.213.18	45.213.18	辽宁省辽阳市白塔区
45.213.19	45.213.23	辽宁省辽阳市
45.213.24	45.213.24	辽宁省辽阳市白塔区
45.213.25	45.213.34	辽宁省辽阳市
45.213.35	45.213.35	辽宁省辽阳市白塔区
45.213.36	45.213.39	辽宁省辽阳市
45.213.40	45.213.40	辽宁省辽阳市白塔区
45.213.41	45.213.49	辽宁省辽阳市
45.213.50	45.213.50	辽宁省辽阳市白塔区
45.213.51	45.213.53	辽宁省辽阳市
45.213.54	45.213.54	辽宁省辽阳市白塔区
45.213.55	45.213.70	辽宁省辽阳市
45.213.71	45.213.71	辽宁省辽阳市白塔区
45.213.72	45.213.72	辽宁省辽阳市
45.213.73	45.213.73	辽宁省辽阳市太子河区
45.213.74	45.213.103	辽宁省辽阳市
45.213.104	45.213.104	辽宁省辽阳市白塔区
45.213.105	45.222.10	辽宁省辽阳市
45.222.11	45.222.11	辽宁省辽阳市灯塔市
45.222.12	45.222.12	辽宁省辽阳市
45.222.13	45.222.13	辽宁省辽阳市灯塔市
45.222.14	45.222.18	辽宁省辽阳市
45.222.19	45.222.19	辽宁省辽阳市灯塔市
45.222.20	45.222.21	辽宁省辽阳市
45.222.22	45.222.22	辽宁省辽阳市灯塔市
45.222.23	45.222.23	辽宁省辽阳市
45.222.24	45.222.25	辽宁省辽阳市灯塔市
45.222.26	45.222.27	辽宁省辽阳市
45.222.28	45.222.28	辽宁省辽阳市灯塔市
45.222.29	45.222.35	辽宁省辽阳市
45.222.36	45.222.36	辽宁省辽阳市灯塔市
45.222.37	45.222.39	辽宁省辽阳市
45.222.40	45.222.40	辽宁省辽阳市灯塔市
45.222.41	45.222.49	辽宁省辽阳市
45.222.50	45.222.50	辽宁省辽阳市灯塔市
45.222.51	45.222.51	辽宁省辽阳市
45.222.52	45.222.52	辽宁省辽阳市灯塔市
45.222.53	45.222.53	辽宁省辽阳市
45.222.54	45.222.54	辽宁省辽阳市灯塔市
45.222.55	45.222.219	辽宁省辽阳市
45.222.220	45.222.220	辽宁省辽阳市文圣区
45.222.221	45.223.4	辽宁省辽阳市
45.223.5	45.223.5	辽宁省辽阳市宏伟区
45.223.6	45.223.7	辽宁省辽阳市
45.223.8	45.223.10	辽宁省辽阳市宏伟区
45.223.11	45.223.12	辽宁省辽阳市
45.223.13	45.223.14	辽宁省辽阳市宏伟区
45.223.15	45.223.17	辽宁省辽阳市
45.223.18	45.223.18	辽宁省辽阳市宏伟区
45.223.19	45.223.24	辽宁省辽阳市
45.223.25	45.223.25	辽宁省辽阳市宏伟区
45.223.26	45.223.*	辽宁省辽阳市
45.224.0	45.233.2	辽宁省葫芦岛市
45.233.3	45.233.3	辽宁省辽阳市宏伟区
45.233.4	45.239.73	辽宁省葫芦岛市
45.239.74	45.239.74	辽宁省葫芦岛市兴城市
45.239.75	45.239.77	辽宁省葫芦岛市
45.239.78	45.239.78	辽宁省葫芦岛市兴城市
45.239.79	45.239.97	辽宁省葫芦岛市
45.239.98	45.239.98	辽宁省葫芦岛市兴城市
45.239.99	45.239.145	辽宁省葫芦岛市
45.239.146	45.239.146	辽宁省葫芦岛市兴城市
45.239.147	45.240.5	辽宁省葫芦岛市
45.240.6	45.240.6	辽宁省葫芦岛市兴城市
45.240.7	45.248.57	辽宁省葫芦岛市
45.248.58	45.248.58	辽宁省葫芦岛市绥中县
45.248.59	45.*.*	辽宁省葫芦岛市
46.0.0	46.33.9	辽宁省沈阳市
46.33.10	46.33.10	辽宁省沈阳市皇姑区
46.33.11	46.34.28	辽宁省沈阳市
46.34.29	46.34.29	辽宁省沈阳市皇姑区
46.34.30	46.34.37	辽宁省沈阳市
46.34.38	46.34.38	辽宁省沈阳市皇姑区
46.34.39	46.34.43	辽宁省沈阳市
46.34.44	46.34.44	辽宁省沈阳市皇姑区
46.34.45	46.34.48	辽宁省沈阳市
46.34.49	46.34.49	辽宁省沈阳市皇姑区
46.34.50	46.35.33	辽宁省沈阳市
46.35.34	46.35.34	辽宁省沈阳市皇姑区
46.35.35	46.35.205	辽宁省沈阳市
46.35.206	46.35.206	辽宁省沈阳市皇姑区
46.35.207	46.39.5	辽宁省沈阳市
46.39.6	46.39.6	辽宁省沈阳市东陵区
46.39.7	46.47.*	辽宁省沈阳市
46.48.0	46.63.*	湖南省长沙市
46.64.0	46.80.*	辽宁省沈阳市
46.81.0	46.85.*	湖南省怀化市
46.86.0	46.86.*	湖南省益阳市
46.87.0	46.87.*	湖南省湘潭市
46.88.0	46.89.*	辽宁省沈阳市
46.90.0	46.91.*	辽宁省阜新市
46.92.0	46.96.33	辽宁省大连市
46.96.34	46.96.34	辽宁省大连市开发区
46.96.35	46.100.*	辽宁省
46.101.0	46.111.*	辽宁省沈阳市
46.112.0	46.115.*	广东省广州市
46.116.0	46.119.*	辽宁省大连市
46.120.0	46.123.97	辽宁省锦州市
46.123.98	46.123.98	辽宁省大连市开发区
46.123.99	46.127.*	辽宁省锦州市
46.128.0	46.160.49	辽宁省大连市
46.160.50	46.160.50	辽宁省大连市中山区
46.160.51	46.160.53	辽宁省大连市
46.160.54	46.160.54	辽宁省大连市中山区
46.160.55	46.160.57	辽宁省大连市
46.160.58	46.160.58	辽宁省大连市中山区
46.160.59	46.160.69	辽宁省大连市
46.160.70	46.160.70	辽宁省大连市中山区
46.160.71	46.160.73	辽宁省大连市
46.160.74	46.160.74	辽宁省大连市中山区
46.160.75	46.160.81	辽宁省大连市
46.160.82	46.160.82	辽宁省大连市西岗区
46.160.83	46.160.85	辽宁省大连市
46.160.86	46.160.86	辽宁省大连市中山区
46.160.87	46.160.93	辽宁省大连市
46.160.94	46.160.94	辽宁省大连市西岗区
46.160.95	46.160.137	辽宁省大连市
46.160.138	46.160.138	辽宁省大连市西岗区
46.160.139	46.166.1	辽宁省大连市
46.166.2	46.166.2	辽宁省大连市沙河口区
46.166.3	46.166.5	辽宁省大连市
46.166.6	46.166.6	辽宁省大连市西岗区
46.166.7	46.166.9	辽宁省大连市
46.166.10	46.166.10	辽宁省大连市沙河口区
46.166.11	46.166.13	辽宁省大连市
46.166.14	46.166.14	辽宁省大连市沙河口区
46.166.15	46.166.17	辽宁省大连市
46.166.18	46.166.18	辽宁省大连市西岗区
46.166.19	46.166.21	辽宁省大连市
46.166.22	46.166.22	辽宁省大连市西岗区
46.166.23	46.166.25	辽宁省大连市
46.166.26	46.166.26	辽宁省大连市沙河口区
46.166.27	46.166.29	辽宁省大连市
46.166.30	46.166.30	辽宁省大连市沙河口区
46.166.31	46.166.33	辽宁省大连市
46.166.34	46.166.34	辽宁省大连市沙河口区
46.166.35	46.166.37	辽宁省大连市
46.166.38	46.166.38	辽宁省大连市甘井子区
46.166.39	46.166.89	辽宁省大连市
46.166.90	46.166.90	辽宁省大连市沙河口区
46.166.91	46.168.1	辽宁省大连市
46.168.2	46.168.2	辽宁省大连市甘井子区
46.168.3	46.168.5	辽宁省大连市
46.168.6	46.168.6	辽宁省大连市甘井子区
46.168.7	46.168.17	辽宁省大连市
46.168.18	46.168.18	辽宁省大连市甘井子区
46.168.19	46.168.25	辽宁省大连市
46.168.26	46.168.26	辽宁省大连市甘井子区
46.168.27	46.168.29	辽宁省大连市
46.168.30	46.168.30	辽宁省大连市甘井子区
46.168.31	46.168.33	辽宁省大连市
46.168.34	46.168.34	辽宁省大连市甘井子区
46.168.35	46.168.41	辽宁省大连市
46.168.42	46.168.42	辽宁省大连市甘井子区
46.168.43	46.168.45	辽宁省大连市
46.168.46	46.168.46	辽宁省大连市甘井子区
46.168.47	46.168.65	辽宁省大连市
46.168.66	46.168.66	辽宁省大连市甘井子区
46.168.67	46.170.5	辽宁省大连市
46.170.6	46.170.6	辽宁省大连市甘井子区
46.170.7	46.170.9	辽宁省大连市
46.170.10	46.170.10	辽宁省大连市甘井子区
46.170.11	46.170.25	辽宁省大连市
46.170.26	46.170.26	辽宁省大连市甘井子区
46.170.27	46.170.29	辽宁省大连市
46.170.30	46.170.30	辽宁省大连市甘井子区
46.170.31	46.170.41	辽宁省大连市
46.170.42	46.170.42	辽宁省大连市甘井子区
46.170.43	46.170.69	辽宁省大连市
46.170.70	46.170.70	辽宁省大连市甘井子区
46.170.71	46.170.72	辽宁省大连市
46.170.73	46.170.73	辽宁省大连市甘井子区
46.170.74	46.170.77	辽宁省大连市
46.170.78	46.170.78	辽宁省大连市甘井子区
46.170.79	46.170.109	辽宁省大连市
46.170.110	46.170.110	辽宁省大连市甘井子区
46.170.111	46.171.*	辽宁省大连市
46.172.0	46.172.*	湖南省
46.173.0	46.175.*	辽宁省大连市
46.176.0	46.179.*	湖南省常德市
46.180.0	46.187.*	湖南省怀化市
46.188.0	46.191.*	湖南省张家界市
46.192.0	46.193.17	辽宁省大连市
46.193.18	46.193.18	辽宁省大连市开发区
46.193.19	46.193.101	辽宁省大连市
46.193.102	46.193.102	辽宁省大连市开发区
46.193.103	46.193.185	辽宁省大连市
46.193.186	46.193.186	辽宁省大连市开发区
46.193.187	46.196.17	辽宁省大连市
46.196.18	46.196.18	辽宁省大连市开发区
46.196.19	46.198.157	辽宁省大连市
46.198.158	46.198.158	辽宁省大连市开发区
46.198.159	46.210.17	辽宁省大连市
46.210.18	46.210.18	辽宁省大连市中山区
46.210.19	46.210.169	辽宁省大连市
46.210.170	46.210.170	辽宁省大连市中山区
46.210.171	46.212.1	辽宁省大连市
46.212.2	46.212.2	辽宁省大连市旅顺口区
46.212.3	46.212.5	辽宁省大连市
46.212.6	46.212.6	辽宁省大连市旅顺口区
46.212.7	46.212.13	辽宁省大连市
46.212.14	46.212.14	辽宁省大连市旅顺口区
46.212.15	46.212.17	辽宁省大连市
46.212.18	46.212.18	辽宁省大连市旅顺口区
46.212.19	46.212.21	辽宁省大连市
46.212.22	46.212.22	辽宁省大连市旅顺口区
46.212.23	46.212.25	辽宁省大连市
46.212.26	46.212.26	辽宁省大连市旅顺口区
46.212.27	46.212.65	辽宁省大连市
46.212.66	46.212.66	辽宁省大连市旅顺口区
46.212.67	46.212.69	辽宁省大连市
46.212.70	46.212.70	辽宁省大连市旅顺口区
46.212.71	46.212.81	辽宁省大连市
46.212.82	46.212.82	辽宁省大连市旅顺口区
46.212.83	46.212.85	辽宁省大连市
46.212.86	46.212.86	辽宁省大连市旅顺口区
46.212.87	46.212.89	辽宁省大连市
46.212.90	46.212.90	辽宁省大连市沙河口区
46.212.91	46.212.93	辽宁省大连市
46.212.94	46.212.94	辽宁省大连市旅顺口区
46.212.95	46.212.105	辽宁省大连市
46.212.106	46.212.106	辽宁省大连市旅顺口区
46.212.107	46.239.253	辽宁省大连市
46.239.254	46.239.254	辽宁省大连市沙河口区
46.239.*	46.*.*	辽宁省大连市
47.0.0	47.11.*	辽宁省本溪市
47.12.0	47.15.*	辽宁省
47.16.0	47.31.*	辽宁省阜新市
47.32.0	47.37.*	辽宁省抚顺市
47.38.0	47.63.*	辽宁省
47.64.0	47.79.*	辽宁省鞍山市
47.80.0	47.85.*	辽宁省锦州市
47.86.0	47.95.*	辽宁省
47.96.0	47.97.*	辽宁省朝阳市
47.98.0	47.111.*	辽宁省
47.112.0	47.123.*	辽宁省铁岭市
47.124.0	47.159.*	辽宁省
47.160.0	47.170.*	辽宁省辽阳市
47.171.0	47.175.254	辽宁省
47.175.*	47.175.*	辽宁省辽阳市
47.176.0	47.223.*	辽宁省
47.224.0	47.235.*	辽宁省本溪市
47.236.0	47.*.*	辽宁省
48.0.0	48.31.*	山西省大同市
48.32.0	48.47.*	山西省长治市
48.48.0	48.56.*	山西省忻州市
48.57.0	48.57.*	山西省原平市
48.58.0	48.91.133	山西省忻州市
48.91.134	48.91.134	山西省介休市
48.91.135	48.91.*	山西省忻州市
48.92.0	48.110.21	山西省晋中市
48.110.22	48.110.22	山西省太原市
48.110.23	48.111.*	山西省晋中市
48.112.0	48.133.*	山西省临汾市
48.134.0	48.138.*	山西省
48.139.0	48.158.*	山西省运城市
48.159.0	48.163.*	山西省
48.164.0	48.173.*	山西省晋城市
48.174.0	48.175.*	山西省
48.176.0	48.199.*	山西省朔州市
48.200.0	48.209.*	山西省
48.210.0	48.224.*	山西省阳泉市
48.225.0	48.236.*	山西省吕梁市
48.237.0	48.237.*	山西省孝义市
48.238.0	48.245.*	山西省吕梁市
48.246.0	48.246.21	山西省吕梁地区
48.246.22	48.246.22	山西省吕梁市
48.246.23	48.246.77	山西省吕梁地区
48.246.78	48.246.78	山西省吕梁市
48.246.79	48.*.*	山西省吕梁地区
49.0.0	49.91.133	山西省太原市
49.91.134	49.91.134	山西省晋中市介休市
49.91.135	49.106.*	山西省太原市
49.107.0	49.110.*	山西省晋中市
49.111.0	49.123.*	山西省大同市
49.124.0	49.124.*	山西省运城市
49.125.0	49.126.*	山西省大同市
49.127.0	49.127.*	山西省运城市
49.128.0	49.128.*	海南省海口市
49.129.0	49.136.206	海南省文昌市
49.136.207	49.136.207	海南省万宁市
49.136.208	49.136.*	海南省文昌市
49.137.0	49.143.*	海南省万宁市
49.144.0	49.144.*	海南省文昌市
49.145.0	49.159.*	海南省琼海市
49.160.0	49.160.*	海南省三亚市
49.161.0	49.184.208	海南省琼海市
49.184.209	49.184.209	海南省陵水县
49.184.210	49.184.211	海南省琼海市
49.184.212	49.184.212	海南省陵水县
49.184.213	49.184.235	海南省琼海市
49.184.236	49.184.236	海南省陵水县
49.184.237	49.186.67	海南省琼海市
49.186.68	49.186.68	海南省陵水县
49.186.69	49.188.*	海南省琼海市
49.189.0	49.189.*	海南省三亚市
49.190.0	49.193.15	海南省
49.193.16	49.193.16	海南省五指山市
49.193.17	49.193.47	海南省
49.193.48	49.193.48	海南省五指山市
49.193.49	49.193.58	海南省
49.193.59	49.193.59	海南省五指山市
49.193.60	49.214.*	海南省
49.215.0	49.215.*	海南省万宁市
49.216.0	49.217.1	海南省
49.217.2	49.217.8	海南省海口市
49.217.9	49.217.15	海南省琼中县
49.217.16	49.217.17	海南省
49.217.18	49.217.18	海南省海口市
49.217.19	49.217.35	海南省
49.217.36	49.217.36	海南省琼中县
49.217.37	49.217.40	海南省
49.217.41	49.217.41	海南省琼中县
49.217.42	49.217.149	海南省
49.217.150	49.217.150	海南省琼中县
49.217.151	49.219.*	海南省
49.220.0	49.224.221	海南省琼中县
49.224.222	49.224.222	海南省
49.224.223	49.224.*	海南省琼中县
49.225.0	49.231.*	海南省
49.232.0	49.236.94	海南省儋州市
49.236.95	49.236.95	海南省
49.236.96	49.236.*	海南省儋州市
49.237.0	49.239.*	海南省
49.240.0	49.241.17	海南省三亚市
49.241.18	49.241.21	海南省
49.241.22	49.241.31	海南省三亚市
49.241.32	49.241.32	海南省
49.241.33	49.241.41	海南省三亚市
49.241.42	49.241.44	海南省
49.241.45	49.241.45	海南省三亚市
49.241.46	49.241.47	海南省
49.241.48	49.241.83	海南省三亚市
49.241.84	49.241.86	海南省
49.241.87	49.241.96	海南省三亚市
49.241.97	49.241.97	海南省
49.241.98	49.245.38	海南省三亚市
49.245.39	49.245.39	海南省
49.245.40	49.247.*	海南省三亚市
49.248.0	50.16.*	海南省
50.17.0	50.17.52	海南省海口市
50.17.53	50.17.53	海南省东方市
50.17.54	50.17.*	海南省海口市
50.18.0	50.32.*	海南省
50.33.0	50.47.*	海南省三亚市
50.48.0	50.62.*	海南省文昌市
50.63.0	50.63.*	海南省万宁市
50.64.0	50.161.*	海南省海口市
50.162.0	50.169.218	海南省儋州市
50.169.219	50.169.219	海南省
50.169.220	50.174.*	海南省儋州市
50.175.0	50.176.*	海南省海口市
50.177.0	50.179.*	海南省琼海市
50.180.0	50.180.*	海南省海口市
50.181.0	50.183.*	海南省琼海市
50.184.0	50.189.*	海南省海口市
50.190.0	50.190.*	海南省凌水市
50.191.0	50.208.*	海南省海口市
50.209.0	50.223.*	海南省
50.224.0	50.229.*	海南省三亚市
50.230.0	50.230.*	海南省海口市
50.231.0	50.231.*	海南省三亚市
50.232.0	50.232.*	海南省凌水市
50.233.0	50.239.*	海南省三亚市
50.240.0	50.242.*	海南省
50.243.0	50.243.*	海南省三亚市
50.244.0	50.*.*	江西省南昌市
51.0.0	51.99.*	湖南省衡阳市
51.100.0	51.100.*	湖南省耒阳市
51.101.0	51.103.*	湖南省
51.104.0	51.104.*	湖南省常宁市
51.105.0	51.114.*	湖南省
51.115.0	51.127.*	湖南省衡阳市
51.128.0	51.*.*	贵州省贵阳市
52.0.0	52.*.*	江西省南昌市
53.0.0	53.0.*	江西省赣州市
53.1.0	53.1.*	江西省新余市
53.2.0	53.2.*	江西省九江市
53.3.0	53.3.*	江西省上饶市
53.4.0	53.6.*	江西省九江市
53.7.0	53.17.*	江西省南昌市
53.18.0	53.18.*	江西省赣州市
53.19.0	53.51.*	江西省南昌市
53.52.0	53.55.*	重庆市
53.56.0	53.56.*	重庆市永川区
53.57.0	53.60.*	重庆市
53.61.0	53.61.*	云南省
53.62.0	53.67.*	重庆市
53.68.0	53.85.*	江西省南昌市
53.86.0	53.88.*	江西省九江市
53.89.0	53.100.*	江西省南昌市
53.101.0	53.127.*	江西省抚州市
53.128.0	53.*.*	江西省南昌市
54.0.0	54.79.*	江西省九江市
54.80.0	54.111.*	四川省成都市
54.112.0	54.114.*	四川省宜宾市
54.115.0	54.115.*	四川省绵阳市
54.116.0	54.118.*	四川省成都市
54.119.0	54.119.*	四川省凉山州
54.120.0	54.127.*	四川省成都市
54.128.0	54.135.*	江西省上饶市
54.136.0	54.136.*	江西省上饶市德兴市
54.137.0	54.160.*	江西省上饶市
54.161.0	54.165.*	江西省上饶市德兴市
54.166.0	54.175.*	江西省上饶市
54.176.0	54.176.*	江西省上饶市德兴市
54.177.0	54.192.*	江西省上饶市
54.193.0	54.223.*	江西省九江市
54.224.0	54.*.*	江西省抚州市
55.0.0	55.95.*	江西省赣州市
55.96.0	55.159.*	江西省南昌市
55.160.0	55.*.*	江西省吉安市
56.0.0	56.8.198	福建省福州市
56.8.199	56.8.199	福建省福州市福清市
56.8.200	56.91.124	福建省福州市
56.91.125	56.91.125	福建省福州市长乐市
56.91.126	56.181.153	福建省福州市
56.181.154	56.181.154	福建省福清市
56.181.155	56.191.194	福建省福州市
56.191.195	56.191.195	福建省福州市永泰县
56.191.196	56.191.*	福建省福州市
56.192.0	56.223.*	福建省泉州市
56.224.0	56.227.*	福建省泉州市晋江市
56.228.0	56.228.*	福建省泉州市石狮市
56.229.0	56.235.*	福建省泉州市晋江市
56.236.0	56.241.*	福建省泉州市石狮市
56.242.0	56.247.*	福建省泉州市晋江市
56.248.0	56.250.133	福建省泉州市
56.250.134	56.250.134	福建省泉州市晋江市
56.250.135	56.250.145	福建省泉州市
56.250.146	56.250.146	福建省泉州市晋江市
56.250.147	56.251.41	福建省泉州市
56.251.42	56.251.42	福建省泉州市晋江市
56.251.43	56.253.5	福建省泉州市
56.253.6	56.253.6	福建省泉州市晋江市
56.253.7	57.110.21	福建省泉州市
57.110.22	57.110.22	福建省泉州市晋江市
57.110.23	57.110.53	福建省泉州市
57.110.54	57.110.54	福建省泉州市晋江市
57.110.55	57.110.65	福建省泉州市
57.110.66	57.110.66	福建省泉州市晋江市
57.110.67	57.110.113	福建省泉州市
57.110.114	57.110.114	福建省泉州市晋江市
57.110.115	57.111.195	福建省泉州市
57.111.196	57.111.196	福建省泉州市晋江市
57.111.197	57.114.29	福建省泉州市
57.114.30	57.114.30	福建省泉州市晋江市
57.114.31	57.121.5	福建省泉州市
57.121.6	57.121.6	福建省泉州市晋江市
57.121.7	57.121.197	福建省泉州市
57.121.198	57.121.198	福建省泉州市晋江市
57.121.199	57.127.*	福建省泉州市
57.128.0	57.221.96	福建省厦门市
57.221.97	57.221.97	福建省厦门市集美区
57.221.98	57.*.*	福建省厦门市
58.0.0	58.43.*	福建省宁德市
58.44.0	58.45.*	福建省福州市
58.46.0	58.50.*	福建省宁德市福鼎市
58.51.0	58.51.*	福建省莆田市
58.52.0	58.53.*	福建省福州市
58.54.0	58.54.*	福建省宁德市
58.55.0	58.55.*	福建省福州市
58.56.0	58.62.202	福建省宁德市
58.62.203	58.62.203	福建省宁德市福鼎市
58.62.204	58.91.*	福建省宁德市
58.92.0	58.96.1	福建省莆田市
58.96.2	58.96.14	福建省莆田市仙游县
58.96.15	58.96.17	福建省莆田市
58.96.18	58.96.18	福建省莆田市仙游县
58.96.19	58.96.20	福建省莆田市
58.96.21	58.96.21	福建省莆田市仙游县
58.96.22	58.96.25	福建省莆田市
58.96.26	58.96.26	福建省莆田市仙游县
58.96.27	58.96.74	福建省莆田市
58.96.75	58.96.75	福建省莆田市仙游县
58.96.76	58.96.84	福建省莆田市
58.96.85	58.96.85	福建省莆田市仙游县
58.96.86	58.96.90	福建省莆田市
58.96.91	58.96.91	福建省莆田市仙游县
58.96.92	58.96.99	福建省莆田市
58.96.100	58.96.100	福建省莆田市仙游县
58.96.101	58.96.105	福建省莆田市
58.96.106	58.96.106	福建省莆田市仙游县
58.96.107	58.96.161	福建省莆田市
58.96.162	58.96.162	福建省莆田市仙游县
58.96.163	58.96.193	福建省莆田市
58.96.194	58.96.194	福建省莆田市仙游县
58.96.195	58.97.116	福建省莆田市
58.97.117	58.97.118	福建省莆田市城厢区
58.97.119	58.100.57	福建省莆田市
58.100.58	58.100.58	福建省莆田市涵江区
58.100.59	58.100.61	福建省莆田市
